# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
     783.082        0.000     1254.000    36920.523
     784.147        0.000     1254.000    36920.523
     785.217        0.000     1219.934    36920.523
     786.284        0.000     1219.934    36920.523
     787.350        0.000     1188.375    36920.523
     788.421        0.000     1188.375    36920.523
     789.486        0.000     1188.375    36920.523
     790.553        0.000     1163.824    36920.523
     791.619        0.000     1163.824    36920.523
     792.688        0.000     1163.824    36920.523
     793.754        0.000     1148.797    36920.523
     794.820        0.000     1148.797    36920.523
     795.886        0.000     1148.797    36920.523
     796.950        0.000     1143.285    36920.523
     798.014        0.000     1143.285    36920.523
     799.082        0.000     1143.285    36920.523
     800.148        0.000     1143.285    36920.523
     801.214        0.000     1143.324    36920.523
     802.282        0.000     1143.324    36920.523
     803.348        0.000     1143.324    36920.523
     804.415        0.000     1136.273    36920.523
     805.480        0.000     1136.273    36920.523
     806.545        0.000     1136.379    36920.523
     807.608        0.000     1136.379    36920.523
     808.675        0.000     1136.484    36920.523
     809.742        0.000     1136.484    36920.523
     810.813        0.000     1136.484    36920.523
     811.880        0.000     1136.410    36920.523
     812.945        0.000     1136.410    36920.523
     814.012        0.000     1136.410    36920.523
     815.078        0.000     1136.410    36920.523
     816.144        0.000     1136.527    36920.523
     817.210        0.000     1136.527    36920.523
     818.272        0.000     1136.781    36920.523
     819.339        0.000     1136.781    36920.523
     820.405        0.000     1217.605    36920.523
     821.471        0.000     1217.605    36920.523
     822.536        0.000     1217.605    36920.523
     823.599        0.000     1217.621    36920.523
     824.665        0.000     1217.621    36920.523
     825.733        0.000     1217.621    36920.523
     826.800        0.000     1217.621    36920.523
     827.867        0.000     1217.621    36920.523
     828.934        0.000     1217.621    36920.523
     830.002        0.000     1217.621    36920.523
     831.068        0.000     1217.875    36920.523
     832.136        0.000     1217.875    36920.523
     833.202        0.000     1217.875    36920.523
     834.270        0.000     1217.875    36920.523
     835.335        0.000     1273.855    36920.523
     836.400        0.000     1273.855    36920.523
     837.463        0.000     1273.855    36920.523
     838.530        0.000     1273.855    36920.523
     839.597        0.000     1273.855    36920.523
     840.663        0.000     1273.855    36920.523
     841.729        0.000     1273.793    36920.523
     842.794        0.000     1273.793    36920.523
     843.857        0.000     1273.793    36920.523
     844.923        0.000     1273.750    36920.523
     845.991        0.000     1273.750    36920.523
     847.058        0.000     1273.750    36920.523
     848.125        0.000     1273.750    36920.523
     849.194        0.000     1350.320    36920.523
     850.262        0.000     1350.320    36920.523
     851.329        0.000     1350.320    36920.523
     852.395        0.000     1350.316    36920.523
     853.462        0.000     1350.316    36920.523
     854.529        0.000     1331.027    36920.523
     855.591        0.000     1331.027    36920.523
     856.654        0.000     1331.027    36920.523
     857.720        0.000     1331.027    36920.523
     858.787        0.000     1292.953    36920.523
     859.855        0.000     1292.953    36920.523
     860.922        0.000     1270.410    36920.523
     861.988        0.000     1270.410    36920.523
     863.055        0.000     1270.410    36920.523
     864.119        0.000     1253.875    36920.523
     865.183        0.000     1253.875    36920.523
     866.248        0.000     1253.875    36920.523
     867.315        0.000     1233.836    36920.523
     868.381        0.000     1233.836    36920.523
     869.446        0.000     1233.836    36920.523
     870.510        0.000     1204.281    36920.523
     871.575        0.000     1204.281    36920.523
     872.641        0.000     1174.223    36920.523
     873.708        0.000     1174.223    36920.523
     874.776        0.000     1174.223    36920.523
     875.843        0.000     1156.188    36920.523
     876.909        0.000     1156.188    36920.523
     877.975        0.000     1156.188    36920.523
     879.038        0.000     1151.676    36920.523
     880.103        0.000     1151.676    36920.523
     881.173        0.000     1151.676    36920.523
     882.238        0.000     1151.676    36920.523
     883.304        0.000     1151.754    36920.523
     884.371        0.000     1151.754    36920.523
     885.438        0.000     1151.754    36920.523
     886.502        0.000     1151.875    36920.523
     887.565        0.000     1151.875    36920.523
     888.631        0.000     1151.875    36920.523
     889.698        0.000     1151.703    36920.523
     890.766        0.000     1151.703    36920.523
     891.834        0.000     1151.703    36920.523
     892.902        0.000     1151.703    36920.523
     893.968        0.000     1151.883    36920.523
     895.035        0.000     1151.883    36920.523
     896.101        0.000     1151.883    36920.523
     897.165        0.000     1151.883    36920.523
     898.229        0.000     1151.883    36920.523
     899.295        0.000     1209.633    36920.523
     900.369        0.000     1245.371    36920.523
     901.432        0.000     1245.371    36920.523
     902.497        0.000     1245.371    36920.523
     903.563        0.000     1245.355    36920.523
     904.631        0.000     1245.355    36920.523
     905.698        0.000     1245.355    36920.523
     906.765        0.000     1245.285    36920.523
     907.832        0.000     1245.285    36920.523
     908.901        0.000     1245.285    36920.523
     909.971        0.000     1245.285    36920.523
     911.040        0.000     1245.285    36920.523
     912.107        0.000     1245.285    36920.523
     913.176        0.000     1245.285    36920.523
     914.240        0.000     1249.500    36920.523
     915.286        0.000     1249.500    36920.523
     916.354        0.000     1249.500    36920.523
     917.420        0.000     1249.531    36920.523
     918.486        0.000     1249.531    36920.523
     919.552        0.000     1249.531    36920.523
     920.614        0.000     1249.531    36920.523
     921.680        0.000     1249.531    36920.523
     922.746        0.000     1249.691    36920.523
     923.813        0.000     1249.691    36920.523
     924.881        0.000     1249.691    36920.523
     925.948        0.000     1249.691    36920.523
     927.015        0.000     1355.277    36920.523
     928.081        0.000     1355.277    36920.523
     929.147        0.000     1355.277    36920.523
     930.212        0.000     1358.781    36920.523
     931.276        0.000     1358.781    36920.523
     932.342        0.000     1358.781    36920.523
     933.410        0.000     1358.922    36920.523
     934.477        0.000     1358.922    36920.523
     935.543        0.000     1358.922    36920.523
     936.610        0.000     1358.922    36920.523
     937.676        0.000     1358.922    36920.523
     938.743        0.000     1359.336    36920.523
     939.807        0.000     1359.336    36920.523
     940.871        0.000     1359.336    36920.523
     941.938        0.000     1359.336    36920.523
     943.004        0.000     1384.719    36920.523
     944.072        0.000     1384.719    36920.523
     945.139        0.000     1384.719    36920.523
     946.206        0.000     1384.719    36920.523
     947.272        0.000     1388.820    36920.523
     948.338        0.000     1388.820    36920.523
     949.403        0.000     1388.820    36920.523
     950.468        0.000     1388.820    36920.523
     951.533        0.000     1423.867    36920.523
     952.600        0.000     1423.867    36920.523
     953.666        0.000     1423.867    36920.523
     954.732        0.000     1425.996    36920.523
     955.797        0.000     1425.996    36920.523
     956.863        0.000     1425.996    36920.523
     957.928        0.000     1425.996    36920.523
     958.996        0.000     1425.910    36920.523
     960.059        0.000     1425.910    36920.523
     961.127        0.000     1425.910    36920.523
     962.195        0.000     1425.910    36920.523
     963.262        0.000     1425.910    36920.523
     964.329        0.000     1425.910    36920.523
     965.396        0.000     1425.910    36920.523
     966.457        0.000     1425.910    36920.523
     967.524        0.000     1415.527    36920.523
     968.592        0.000     1415.527    36920.523
     969.658        0.000     1415.527    36920.523
     970.723        0.000     1415.527    36920.523
     971.788        0.000     1415.527    36920.523
     972.853        0.000     1415.527    36920.523
     973.918        0.000     1415.527    36920.523
     974.984        0.000     1407.008    36920.523
     976.050        0.000     1407.008    36920.523
     977.112        0.000     1407.008    36920.523
     978.176        0.000     1381.961    36920.523
     979.242        0.000     1381.961    36920.523
     980.308        0.000     1381.961    36920.523
     981.372        0.000     1382.211    36920.523
     982.438        0.000     1382.211    36920.523
     983.506        0.000     1382.211    36920.523
     984.572        0.000     1381.969    36920.523
     985.637        0.000     1381.969    36920.523
     986.702        0.000     1381.969    36920.523
     987.764        0.000     1355.938    36920.523
     988.831        0.000     1355.938    36920.523
     989.897        0.000     1318.863    36920.523
     990.962        0.000     1318.863    36920.523
     992.025        0.000     1318.895    36920.523
     993.093        0.000     1318.895    36920.523
     994.158        0.000     1318.895    36920.523
     995.224        0.000     1318.895    36920.523
     996.292        0.000     1319.016    36920.523
     997.359        0.000     1319.016    36920.523
     998.425        0.000     1319.000    36920.523
     999.502        0.000     1319.000    36920.523
    1000.568        0.000     1319.000    36920.523
    1001.633        0.000     1319.000    36920.523
    1002.698        0.000     1319.000    36920.523
    1003.762        0.000     1319.000    36920.523
    1004.829        0.000     1319.000    36920.523
    1005.895        0.000     1389.945    36920.523
    1006.963        0.000     1389.945    36920.523
    1008.029        0.000     1389.945    36920.523
    1009.095        0.000     1389.945    36920.523
    1010.159        0.000     1389.945    36920.523
    1011.223        0.000     1394.664    36920.523
    1012.291        0.000     1394.664    36920.523
    1013.357        0.000     1394.664    36920.523
    1014.424        0.000     1394.695    36920.523
    1015.491        0.000     1544.523    36920.523
    1016.558        0.000     1544.523    36920.523
    1017.624        0.000     1544.523    36920.523
    1018.689        0.000     1544.523    36920.523
    1019.754        0.000     1544.523    36920.523
    1020.817        0.000     1548.000    36920.523
    1021.885        0.000     1548.000    36920.523
    1022.951        0.000     1548.000    36920.523
    1024.019        0.000     1548.000    36920.523
    1025.085        0.000     1548.000    36920.523
    1026.153        0.000     1548.000    36920.523
    1027.220        0.000     1548.000    36920.523
    1028.286        0.000     1548.000    36920.523
    1029.351        0.000     1548.000    36920.523
    1030.415        0.000     1547.965    36920.523
    1031.482        0.000     1547.965    36920.523
    1032.545        0.000     1547.965    36920.523
    1033.611        0.000     1547.965    36920.523
    1034.677        0.000     1526.801    36920.523
    1035.743        0.000     1526.801    36920.523
    1036.806        0.000     1526.801    36920.523
    1037.870        0.000     1526.801    36920.523
    1038.936        0.000     1526.801    36920.523
    1040.001        0.000     1510.770    36920.523
    1041.062        0.000     1510.770    36920.523
    1042.128        0.000     1510.773    36920.523
    1043.196        0.000     1510.773    36920.523
    1044.265        0.000     1508.770    36920.523
    1045.331        0.000     1508.770    36920.523
    1046.396        0.000     1508.770    36920.523
    1047.462        0.000     1508.770    36920.523
    1048.527        0.000     1504.262    36920.523
    1049.591        0.000     1504.262    36920.523
    1050.656        0.000     1504.262    36920.523
    1051.723        0.000     1504.262    36920.523
    1052.788        0.000     1483.723    36920.523
    1053.854        0.000     1483.723    36920.523
    1054.917        0.000     1483.723    36920.523
    1055.982        0.000     1483.723    36920.523
    1057.047        0.000     1440.137    36920.523
    1058.112        0.000     1440.137    36920.523
    1059.175        0.000     1440.137    36920.523
    1060.243        0.000     1440.137    36920.523
    1061.308        0.000     1418.094    36920.523
    1062.375        0.000     1418.094    36920.523
    1063.441        0.000     1418.094    36920.523
    1064.506        0.000     1418.094    36920.523
    1065.570        0.000     1417.090    36920.523
    1066.634        0.000     1417.090    36920.523
    1067.700        0.000     1417.090    36920.523
    1068.765        0.000     1391.543    36920.523
    1069.831        0.000     1391.543    36920.523
    1070.892        0.000     1391.543    36920.523
    1071.960        0.000     1391.543    36920.523
    1073.025        0.000     1374.508    36920.523
    1074.093        0.000     1374.508    36920.523
    1075.160        0.000     1356.473    36920.523
    1076.227        0.000     1356.473    36920.523
    1077.293        0.000     1356.473    36920.523
    1078.360        0.000     1356.473    36920.523
    1079.425        0.000     1347.957    36920.523
    1080.487        0.000     1347.957    36920.523
    1081.552        0.000     1347.957    36920.523
    1082.616        0.000     1306.875    36920.523
    1083.679        0.000     1306.875    36920.523
    1084.748        0.000     1306.875    36920.523
    1085.816        0.000     1305.375    36920.523
    1086.880        0.000     1305.375    36920.523
    1087.946        0.000     1305.375    36920.523
    1089.012        0.000     1305.375    36920.523
    1090.077        0.000     1305.375    36920.523
    1091.140        0.000     1305.375    36920.523
    1092.206        0.000     1305.406    36920.523
    1093.272        0.000     1305.406    36920.523
    1094.337        0.000     1305.406    36920.523
    1095.399        0.000     1302.867    36920.523
    1096.465        0.000     1302.867    36920.523
    1097.531        0.000     1302.867    36920.523
    1098.598        0.000     1277.820    36920.523
    1099.664        0.000     1277.820    36920.523
    1100.730        0.000     1277.820    36920.523
    1101.793        0.000     1253.773    36920.523
    1102.857        0.000     1253.773    36920.523
    1103.923        0.000     1232.230    36920.523
    1104.988        0.000     1232.230    36920.523
    1106.051        0.000     1232.230    36920.523
    1107.116        0.000     1217.203    36920.523
    1108.183        0.000     1217.203    36920.523
    1109.249        0.000     1217.457    36920.523
    1110.315        0.000     1217.457    36920.523
    1111.380        0.000     1217.457    36920.523
    1112.444        0.000     1227.582    36920.523
    1113.508        0.000     1227.582    36920.523
    1114.575        0.000     1227.582    36920.523
    1115.641        0.000     1230.109    36920.523
    1116.706        0.000     1230.109    36920.523
    1117.771        0.000     1230.109    36920.523
    1118.835        0.000     1230.352    36920.523
    1119.900        0.000     1230.121    36920.523
    1120.966        0.000     1230.121    36920.523
    1122.031        0.000     1230.383    36920.523
    1123.096        0.000     1230.383    36920.523
    1124.160        0.000     1230.383    36920.523
    1125.225        0.000     1230.484    36920.523
    1126.292        0.000     1230.484    36920.523
    1127.358        0.000     1230.484    36920.523
    1128.424        0.000     1230.398    36920.523
    1129.489        0.000     1230.398    36920.523
    1130.554        0.000     1230.398    36920.523
    1131.617        0.000     1212.191    36920.523
    1132.683        0.000     1212.191    36920.523
    1133.750        0.000     1179.629    36920.523
    1134.817        0.000     1179.629    36920.523
    1135.883        0.000     1179.629    36920.523
    1136.950        0.000     1155.582    36920.523
    1138.016        0.000     1155.582    36920.523
    1139.077        0.000     1155.582    36920.523
    1140.142        0.000     1142.555    36920.523
    1141.208        0.000     1142.555    36920.523
    1142.276        0.000     1142.555    36920.523
    1143.343        0.000     1142.555    36920.523
    1144.409        0.000     1142.582    36920.523
    1145.473        0.000     1142.582    36920.523
    1146.536        0.000     1142.582    36920.523
    1147.603        0.000     1132.535    36920.523
    1148.669        0.000     1132.535    36920.523
    1149.736        0.000     1132.535    36920.523
    1150.802        0.000     1132.535    36920.523
    1151.868        0.000     1132.711    36920.523
    1152.932        0.000     1132.711    36920.523
    1153.998        0.000     1132.711    36920.523
    1155.066        0.000     1132.711    36920.523
    1156.130        0.000     1132.711    36920.523
    1157.196        0.000     1132.711    36920.523
    1158.262        0.000     1132.598    36920.523
    1159.329        0.000     1132.598    36920.523
    1160.395        0.000     1132.555    36920.523
    1161.460        0.000     1132.555    36920.523
    1162.522        0.000     1132.555    36920.523
    1163.587        0.000     1128.527    36920.523
    1164.653        0.000     1128.527    36920.523
    1165.716        0.000     1128.781    36920.523
    1166.782        0.000     1128.781    36920.523
    1167.848        0.000     1193.430    36920.523
    1168.915        0.000     1193.430    36920.523
    1169.981        0.000     1193.430    36920.523
    1171.048        0.000     1196.328    36920.523
    1172.114        0.000     1196.328    36920.523
    1173.178        0.000     1196.328    36920.523
    1174.241        0.000     1196.367    36920.523
    1175.307        0.000     1196.367    36920.523
    1176.372        0.000     1196.367    36920.523
    1177.437        0.000     1196.328    36920.523
    1178.501        0.000     1196.328    36920.523
    1179.566        0.000     1196.328    36920.523
    1180.632        0.000     1196.980    36920.523
    1181.700        0.000     1196.980    36920.523
    1182.768        0.000     1196.980    36920.523
    1183.833        0.000     1196.930    36920.523
    1184.900        0.000     1196.930    36920.523
    1185.967        0.000     1196.883    36920.523
    1187.033        0.000     1196.883    36920.523
    1188.101        0.000     1196.883    36920.523
    1189.169        0.000     1197.133    36920.523
    1190.236        0.000     1197.133    36920.523
    1191.301        0.000     1281.590    36920.523
    1192.367        0.000     1281.590    36920.523
    1193.433        0.000     1281.590    36920.523
    1194.497        0.000     1281.590    36920.523
    1195.561        0.000     1285.105    36920.523
    1196.627        0.000     1285.105    36920.523
    1197.693        0.000     1285.105    36920.523
    1198.758        0.000     1285.605    36920.523
    1199.821        0.000     1285.605    36920.523
    1200.888        0.000     1285.605    36920.523
    1201.952        0.000     1285.598    36920.523
    1203.019        0.000     1285.598    36920.523
    1204.085        0.000     1285.598    36920.523
    1205.151        0.000     1246.258    36920.523
    1206.216        0.000     1246.258    36920.523
    1207.279        0.000     1246.258    36920.523
    1208.346        0.000     1204.176    36920.523
    1209.412        0.000     1204.184    36920.523
    1210.477        0.000     1169.617    36920.523
    1211.543        0.000     1169.617    36920.523
    1212.608        0.000     1169.617    36920.523
    1213.671        0.000     1144.566    36920.523
    1214.737        0.000     1144.566    36920.523
    1215.803        0.000     1144.566    36920.523
    1216.868        0.000     1128.535    36920.523
    1217.933        0.000     1128.535    36920.523
    1218.998        0.000     1128.535    36920.523
    1220.063        0.000     1128.535    36920.523
    1221.129        0.000     1128.637    36920.523
    1222.196        0.000     1128.637    36920.523
    1223.260        0.000     1128.637    36920.523
    1224.322        0.000     1128.750    36920.523
    1225.389        0.000     1128.750    36920.523
    1226.454        0.000     1128.547    36920.523
    1227.521        0.000     1128.547    36920.523
    1228.586        0.000     1128.801    36920.523
    1229.649        0.000     1128.801    36920.523
    1230.716        0.000     1128.801    36920.523
    1231.781        0.000     1134.203    36920.523
    1232.848        0.000     1134.203    36920.523
    1233.914        0.000     1137.520    36920.523
    1234.982        0.000     1137.520    36920.523
    1236.048        0.000     1137.520    36920.523
    1237.114        0.000     1253.402    36920.523
    1238.180        0.000     1253.402    36920.523
    1239.246        0.000     1253.402    36920.523
    1240.307        0.000     1253.402    36920.523
    1241.373        0.000     1257.113    36920.523
    1242.440        0.000     1257.113    36920.523
    1243.505        0.000     1257.113    36920.523
    1244.568        0.000     1257.113    36920.523
    1245.634        0.000     1257.113    36920.523
    1246.700        0.000     1257.113    36920.523
    1247.767        0.000     1257.113    36920.523
    1248.825        0.000     1257.305    36920.523
    1249.892        0.000     1257.305    36920.523
    1250.958        0.000     1257.305    36920.523
    1252.024        0.000     1311.234    36920.523
    1253.088        0.000     1311.234    36920.523
    1254.150        0.000     1311.234    36920.523
    1255.216        0.000     1311.234    36920.523
    1256.282        0.000     1311.973    36920.523
    1257.348        0.000     1311.973    36920.523
    1258.413        0.000     1311.973    36920.523
    1259.478        0.000     1311.973    36920.523
    1260.546        0.000     1356.051    36920.523
    1261.611        0.000     1356.051    36920.523
    1262.677        0.000     1356.051    36920.523
    1263.744        0.000     1356.051    36920.523
    1264.810        0.000     1356.016    36920.523
    1265.872        0.000     1356.016    36920.523
    1266.937        0.000     1356.016    36920.523
    1268.003        0.000     1381.906    36920.523
    1269.069        0.000     1381.906    36920.523
    1270.135        0.000     1381.906    36920.523
    1271.201        0.000     1381.906    36920.523
    1272.266        0.000     1375.281    36920.523
    1273.332        0.000     1375.281    36920.523
    1274.399        0.000     1375.281    36920.523
    1275.465        0.000     1375.281    36920.523
    1276.531        0.000     1357.746    36920.523
    1277.597        0.000     1357.746    36920.523
    1278.660        0.000     1357.746    36920.523
    1279.724        0.000     1342.211    36920.523
    1280.791        0.000     1342.211    36920.523
    1281.857        0.000     1342.211    36920.523
    1282.923        0.000     1342.211    36920.523
    1283.986        0.000     1328.926    36920.523
    1285.050        0.000     1328.926    36920.523
    1286.117        0.000     1290.352    36920.523
    1287.181        0.000     1290.352    36920.523
    1288.243        0.000     1290.352    36920.523
    1289.309        0.000     1290.352    36920.523
    1290.376        0.000     1290.352    36920.523
    1291.442        0.000     1290.352    36920.523
    1292.506        0.000     1290.355    36920.523
    1293.570        0.000     1290.355    36920.523
    1294.635        0.000     1290.355    36920.523
    1295.700        0.000     1256.785    36920.523
    1296.763        0.000     1256.785    36920.523
    1297.829        0.000     1256.785    36920.523
    1298.894        0.000     1217.211    36920.523
    1299.957        0.000     1217.211    36920.523
    1301.021        0.000     1197.172    36920.523
    1302.097        0.000     1197.172    36920.523
    1303.164        0.000     1197.172    36920.523
    1304.227        0.000     1185.648    36920.523
    1305.292        0.000     1185.648    36920.523
    1306.359        0.000     1185.648    36920.523
    1307.424        0.000     1172.621    36920.523
    1308.489        0.000     1172.621    36920.523
    1309.553        0.000     1178.840    37180.539
    1310.627        0.000     1229.727    37180.539
    1311.696        0.000     1230.875    37180.539
    1312.765        0.000     1281.539    37180.539
    1313.836        0.000     1458.535    37180.539
    1314.908        0.000     1671.379    37180.539
    1315.976        0.000     1674.020    37180.539
    1317.045        0.000     1631.824    37180.539
    1318.113        0.000     1535.621    37180.539
    1319.181        0.000     1556.230    37180.539
    1320.250        0.000     1796.074    37180.539
    1321.314        0.000     1798.027    37180.539
    1322.385        0.000     2087.195    37180.539
    1323.452        0.000     2425.434    37180.539
    1324.521        0.000     2429.020    37180.539
    1325.589        0.000     2845.000    37180.539
    1326.658        0.000     2848.594    37180.539
    1327.725        0.000     3351.828    37180.539
    1328.793        0.000     3352.055    37180.539
    1329.860        0.000     3357.266    37180.539
    1330.927        0.000     3948.590    37180.539
    1331.995        0.000     3949.117    37180.539
    1333.063        0.000     3949.117    37180.539
    1334.131        0.000     3948.664    37180.539
    1335.199        0.000     3939.199    37180.539
    1336.266        0.000     3938.195    37180.539
    1337.335        0.000     3920.711    37180.539
    1338.403        0.000     3919.711    37180.539
    1339.471        0.000     3903.586    37180.539
    1340.539        0.000     3902.582    37180.539
    1341.608        0.000     3888.555    37180.539
    1342.678        0.000     3887.555    37180.539
    1343.749        0.000     3876.031    37180.539
    1344.820        0.000     3865.008    37180.539
    1345.889        0.000     3864.008    37180.539
    1346.957        0.000     3855.992    37180.539
    1348.025        0.000     3847.977    37180.539
    1349.093        0.000     3846.973    37180.539
    1350.161        0.000     3839.961    37180.539
    1351.227        0.000     3833.949    37180.539
    1352.296        0.000     3828.938    37180.539
    1353.364        0.000     3824.430    37180.539
    1354.432        0.000     3820.422    37180.539
    1355.501        0.000     3816.914    37180.539
    1356.570        0.000     3812.406    37180.539
    1357.638        0.000     3809.902    37180.539
    1358.706        0.000     3807.898    37180.539
    1359.774        0.000     3806.895    37180.539
    1360.842        0.000     3805.895    37180.539
    1361.909        0.000     3804.891    37180.539
    1362.977        0.000     3805.918    37180.539
    1364.044        0.000     3805.918    37180.539
    1365.113        0.000     3806.129    37180.539
    1366.180        0.000     3807.133    37180.539
    1367.249        0.000     3961.117    37180.539
    1368.316        0.000     4459.395    37180.539
    1369.384        0.000     4459.965    37180.539
    1370.452        0.000     4459.965    37180.539
    1371.520        0.000     4460.297    37180.539
    1372.589        0.000     4459.824    37180.539
    1373.657        0.000     4460.914    37180.539
    1374.725        0.000     4461.094    37180.539
    1375.795        0.000     4464.203    37180.539
    1376.863        0.000     4463.477    37180.539
    1377.932        0.000     4463.477    37180.539
    1379.000        0.000     4463.477    37180.539
    1380.068        0.000     4462.816    37180.539
    1381.137        0.000     4462.816    37180.539
    1382.205        0.000     4463.625    37180.539
    1383.273        0.000     4463.793    37180.539
    1384.341        0.000     4463.266    37180.539
    1385.409        0.000     4462.914    37180.539
    1386.477        0.000     4462.914    37180.539
    1387.545        0.000     4461.914    37180.539
    1388.609        0.000     4462.336    37180.539
    1389.679        0.000     4463.910    37180.539
    1390.748        0.000     4463.234    37180.539
    1391.816        0.000     4463.609    37180.539
    1392.884        0.000     4462.906    37180.539
    1393.952        0.000     4464.375    37180.539
    1395.019        0.000     4464.941    37180.539
    1396.087        0.000     4464.941    37180.539
    1397.154        0.000     4463.938    37180.539
    1398.223        0.000     4464.441    37180.539
    1399.291        0.000     4465.289    37180.539
    1400.359        0.000     4464.648    37180.539
    1401.427        0.000     4465.238    37180.539
    1402.494        0.000     4464.625    37180.539
    1403.563        0.000     4463.625    37180.539
    1404.631        0.000     4465.660    37180.539
    1405.699        0.000     4464.656    37180.539
    1406.768        0.000     4466.316    37180.539
    1407.836        0.000     4465.707    37180.539
    1408.904        0.000     4465.461    37180.539
    1409.972        0.000     4466.035    37180.539
    1411.040        0.000     4465.238    37180.539
    1412.108        0.000     4465.883    37180.539
    1413.176        0.000     4464.879    37180.539
    1414.244        0.000     4467.875    37180.539
    1415.313        0.000     4468.668    37180.539
    1416.381        0.000     4467.668    37180.539
    1417.448        0.000     4469.090    37180.539
    1418.517        0.000     4469.215    37180.539
    1419.585        0.000     4468.320    37180.539
    1420.653        0.000     4468.688    37180.539
    1421.720        0.000     4467.805    37180.539
    1422.788        0.000     4467.582    37180.539
    1423.856        0.000     4470.504    37180.539
    1424.924        0.000     4470.504    37180.539
    1425.991        0.000     4469.504    37180.539
    1427.059        0.000     4470.074    37180.539
    1428.127        0.000     4470.492    37180.539
    1429.195        0.000     4469.961    37180.539
    1430.264        0.000     4470.367    37180.539
    1431.332        0.000     4469.500    37180.539
    1432.403        0.000     4469.879    37180.539
    1433.474        0.000     4469.969    37180.539
    1434.544        0.000     4469.770    37180.539
    1435.612        0.000     4469.824    37180.539
    1436.680        0.000     4470.043    37180.539
    1437.750        0.000     4470.043    37180.539
    1438.818        0.000     4471.473    37180.539
    1439.877        0.000     4471.473    37180.539
    1440.946        0.000     4473.906    37180.539
    1442.015        0.000     4473.930    37180.539
    1443.085        0.000     4474.629    37180.539
    1444.158        0.000     4474.629    37180.539
    1445.227        0.000     4474.629    37180.539
    1446.298        0.000     4474.629    37180.539
    1447.385        0.000     4473.625    37180.539
    1448.456        0.000     4473.668    37180.539
    1449.528        0.000     4473.859    37180.539
    1450.598        0.000     4474.039    37180.539
    1451.666        0.000     4473.039    37180.539
    1452.738        0.000     4473.109    37180.539
    1453.813        0.000     4473.711    37180.539
    1454.882        0.000     4473.711    37180.539
    1455.954        0.000     4472.707    37180.539
    1457.024        0.000     4472.727    37180.539
    1458.094        0.000     4472.840    37180.539
    1459.164        0.000     4473.062    37180.539
    1460.234        0.000     4472.109    37180.539
    1461.317        0.000     4472.402    37180.539
    1462.388        0.000     4472.402    37180.539
    1463.459        0.000     4471.398    37180.539
    1464.529        0.000     4471.984    37180.539
    1465.598        0.000     4472.281    37180.539
    1466.657        0.000     4471.707    37180.539
    1467.724        0.000     4472.180    37180.539
    1468.794        0.000     4472.277    37180.539
    1469.860        0.000     4471.273    37180.539
    1470.930        0.000     4471.391    37180.539
    1472.001        0.000     4471.484    37180.539
    1473.077        0.000     4470.484    37180.539
    1474.163        0.000     4472.566    37180.539
    1475.234        0.000     4472.566    37180.539
    1476.287        0.000     4471.562    37180.539
    1477.370        0.000     4472.223    37180.539
    1478.424        0.000     4472.602    37180.539
    1479.494        0.000     4471.727    37180.539
    1480.563        0.000     4471.754    37180.539
    1481.637        0.000     4470.750    37180.539
    1482.708        0.000     4471.047    37180.539
    1483.777        0.000     4470.797    37180.539
    1484.846        0.000     4470.820    37180.539
    1485.914        0.000     4470.926    37180.539
    1486.983        0.000     4470.352    37180.539
    1488.044        0.000     4469.543    37180.539
    1489.116        0.000     4469.965    37180.539
    1490.192        0.000     4469.109    37180.539
    1491.262        0.000     4469.215    37180.539
    1492.332        0.000     4468.215    37180.539
    1493.400        0.000     4468.395    37180.539
    1494.462        0.000     4469.727    37180.539
    1495.533        0.000     4469.727    37180.539
    1496.602        0.000     4468.770    37180.539
    1497.669        0.000     4469.000    37180.539
    1498.738        0.000     4468.043    37180.539
    1499.806        0.000     4468.102    37180.539
    1500.875        0.000     4468.297    37180.539
    1501.943        0.000     4467.293    37180.539
    1503.011        0.000     4467.500    37180.539
    1504.079        0.000     4467.250    37180.539
    1505.147        0.000     4467.320    37180.539
    1506.215        0.000     4466.543    37180.539
    1507.283        0.000     4467.012    37180.539
    1508.351        0.000     4466.039    37180.539
    1509.419        0.000     4466.098    37180.539
    1510.487        0.000     4466.129    37180.539
    1511.556        0.000     4465.254    37180.539
    1512.626        0.000     4465.484    37180.539
    1513.698        0.000     4465.137    37180.539
    1514.767        0.000     4465.191    37180.539
    1515.836        0.000     4465.289    37180.539
    1516.907        0.000     4464.453    37180.539
    1517.968        0.000     4465.109    37180.539
    1519.041        0.000     4465.164    37180.539
    1520.113        0.000     4465.254    37180.539
    1521.187        0.000     4464.254    37180.539
    1522.262        0.000     4464.379    37180.539
    1523.331        0.000     4464.914    37180.539
    1524.417        0.000     4464.914    37180.539
    1525.486        0.000     4465.008    37180.539
    1526.554        0.000     4464.004    37180.539
    1527.609        0.000     4464.039    37180.539
    1528.690        0.000     4464.215    37180.539
    1529.759        0.000     4464.406    37180.539
    1530.820        0.000     4463.406    37180.539
    1531.892        0.000     4463.406    37180.539
    1532.962        0.000     4463.562    37180.539
    1534.032        0.000     4463.562    37180.539
    1535.100        0.000     4462.590    37180.539
    1536.166        0.000     4462.625    37180.539
    1537.236        0.000     4462.809    37180.539
